Excel Name,System Code,Confidence
FR-9640 9640 BUJE BARRA ESTABILIZADORA LUV DMAX,9864,0.8
FR-9658 9658 BUJE MUELLE BALANCIN RB-414 SOLO POLI,9858,0.8
FR-9672 9672 BUJE MUELLE BALANCIN PARA NKR/NHR POL,9782,0.8
FR-9701 9701 BUJE CHANA HAFEI SUSPENSION,97012,0.95
FR-9702 9702 BUJE TOYOTA NEW HILUX VIGO 2007 LARGO,97021,0.95
FR-9703 9703 BUJE TOYOTA HILUX VIGO 2007 CORTO,97039,0.95
FR-9704 9704 BUJE MUELLE CHEVROLET N200 CHANA CORT,97040,0.95
FR-9705 9705 BUJE MUELLE PARTE FIJA CHINOS,97035,0.8
FR-9706 9706 BUJE BALANCIN DELANTERO HYUNDAI ENSAM,9706,1.0
FR-9707 9707 BUJE BALANCIN HYUNDAI CONTY ENSAMBLAD,9707,1.0
FR-9708 9708 BUJE BALANCIN MUELLE DAIHATSU F-20,97080,0.95
FR-97089 97089 BUJE BARRA ESTABILIZADORA RENAULT S,97080,0.8
FR-9709 9709 BUJE TEMPLETE PARA CHINOS TODAS LAS S,97079,0.8
FR-9710 9710 BUJE AMORTIGUADOR DELANTERO TOYOTA NE,9780,0.8
FR-9711 9711 BUJE PARTE FIJA DAIHATSU F-20 TODOS -,9721,0.8
FR-9712 9712 BUJE PARTE FIJA HYUNDAI CON INTERNO,9712,1.0
FR-9713 9713 BUJE PARTE TENSORA TRAILER ORINOCO,9873,0.8
FR-9714 9714 BUJE SUAVIZADOR MEDIANO,9814,0.8
FR-9715 9715 BUJE SUAVIZADOR GRANDE,9815,0.8
FR-9716 9716 BUJE SUAVIZADOR PEQUEÑO,9916,0.8
FR-9717 9717 BUJE PARA TENSORA TRAILER ORINOCO GRA,9779,0.8
FR-9718 9718 BUJE BALANCIN FOTON CAMION,9782,0.8
FR-9719 9719 BUJE FOTON (AUMARK),9796,0.8
FR-9720 9720 BUJE PARTE FIJA FRONTIER GRUESO,9820,0.8
FR-9721 9721 BUJE CHASIS NPR 39 mm (ENSAMBLADO),9721,1.0
FR-9722 9722 RB 413 BUJE PARTE FIJA NPR 2011,9782,0.8
FR-9723 9723 RB 440 BUJE PARTE FIJA NPR 2011,9873,0.8
FR-9724 9724 BUJE BALANCIN NISSAN FRONTIER,9782,0.8
FR-9725 9725 BUJE DAIHATSU F20 LARGO,9795,0.8
FR-9726 9726 BUJE ESTABILIZADORA VIGO HIACE,9796,0.8
FR-9727 9727 BUJE TIJERA INFERIOR PEQUEÑO NISSAN T,9727,1.0
FR-9728 9728 BUJE NPR TAPAS,9782,0.8
FR-9729 9729 BUJE MUELLE PARTE FIJA NISSAN FRONTIE,9829,0.8
FR-9730 9730 BUJE NKR-NHR CHASIS,9873,0.8
FR-9731 9731 BUJE MUELLE CHEVROLET N300 2015 Corto,9873,0.8
FR-9732 9732 BUJE MUELLE TOYOTA MONJITA VENEZOLANA,9873,0.8
FR-9733 9733 BUJE MUELLE NISSAN SUPER URBAN LARGO,9873,0.8
FR-9734 9734 BUJE MUELLE NISSAN SUPER URBAN CORTO,9873,0.8
FR-9735 9735 BUJE TIJERA MAZDA Y FORD RANGER BT-50,9735,1.0
FR-9736 9736 BUJE MUELLE NISSAN NAVARA LARGO,9873,0.8
FR-9737 9737 BUJE SUAVIZADOR MERCEDES BENZ,9873,0.8
FR-9738 9738 BUJE MUELLE PARTE FIJA MAZDA SERIE B ,9873,0.8
FR-9738R 9738R BUJE MUELLE PARTE FIJA MAZDA SERIE ,NOT FOUND,0.0
FR-9739 9739 BUJE MUELLE ISUZO NHR/NKR TAPAS,9739,1.0
FR-9740 9740 BUJE SUPERIOR DE TIJERA DE LUV 2300,9740,1.0
FR-9741 9741 BUJE BALANCIN LARGO TOYOTA HIACE,9740,0.8
FR-9742 9742 BUJE BARRA ESTABILIZADORA HINO PEQUEÑ,9782,0.8
FR-9743 9743 BUJE BARRA ESTABILIZADORA HINO GRANDE,9873,0.8
FR-9744 9744  BUJE BALANCIN FORD RANGER CORTO 2015,9740,0.8
FR-9745 9745 BUJE BALANCINFORD RANGER MODELO 2015 ,9845,0.8
FR-9746 9746 BUJE BARRA TEMPLETE HINO,9796,0.8
FR-9747 9747 BUJE TOYOTA LAND CRUISER VENEZOLANA,9779,0.8
FR-9748 9748 BUJE SUAVISADOR HOJA ECUADOR,9782,0.8
FR-9749 9749 BUJE  SUAVISADOR DMAX,9796,0.8
FR-9750 9750 BUJE PARTE FIJA VIGO 23MM (BUJE ENSAM,9850,0.8
FR-9751 9751 BUJE BARRA ESTABILIZADORA FORD CARGO,9851,0.8
FR-9752 9752 BUJE BARRA ESTABILIZADORA MAZDA BT-50,9795,0.8
FR-9753 9753 BUJE MUELLE MERCEDES BENZ ATEGO 1725 ,9873,0.8
FR-9754 9754 BUJE MUELLE MERCEDES BENZ ATEGO LO 17,9795,0.8
FR-9755 9755 BUJE MUELLE MERCEDES BENZ LO-814,9795,0.8
FR-9756 9756 BUJE PUNTA DE BARRA ESTABILIZADORA VO,9756,1.0
FR-9756 H 9756 H BUJE PUNTA DE BARRA ESTABILIZADOR,9756,0.8
FR-9756 M 9756 M BUJE PUNTA DE BARRA ESTABILIZADOR,9756,0.8
FR-9757 9757 BUJE BALANCIN N300 LARGO,9795,0.8
FR-9758 9758 BUJE MUELLE DAIHATSU DELTA,9858,0.8
FR-9759 9759 BUJE MUELLE DAIHATSU SUPER DELTA,9859,0.8
"FR-9760 9760 BUJE AMORTIGUADOR TOYOTA PRADO VIGO, ",9760,1.0
"FR-9761 9761 BUJE AMORTIGUADOR CARRETA UNIVERSAL, ",9861,0.8
FR-9762 9762 BUJE CONICO AMORTIGUADOR NPR/NHR/NKR,9796,0.8
FR-9763 9763 BUJE NISSAN MT 3000,9873,0.8
"FR-9764 9764 BUJE BARRA ESTABILIZADORA NPR, NKR, N",9864,0.8
FR-9765 9765 BUJE TOPE AUXILIAR NPR / NHR / NKR,9796,0.8
FR-9766 9766 BUJE TIJERA SUPERIOR NISSAN FRONTIER,9766,1.0
FR-9767 9767 BUJE TOPE AUXILIAR MUELLE TOYOTA HAIC,9796,0.8
FR-9768 9768 BUJE TOPE AUXILIAR MUELLE HYUNDAI MIT,9796,0.8
FR-9769 9769 BUJE BALANCIN CHERRY YOYO LARGO,9796,0.8
FR-9770 9770 BUJE BARRA ESTABILIZADORA MERCEDES BE,9780,0.8
FR-9771 9771 BUJE BARRA ESTABILIZADORA CHEVROLET S,9779,0.8
FR-9772 9772 BUJE BARRA ESTABILIZADORA CHEVROLET N,9782,0.8
"FR-9773 9773 BUJE CHEVROLET / DFSK CITYVAN C37, C3",9873,0.8
FR-9774 9774 BUJE BARRA TENSORA NISSAN PATROL,9779,0.8
FR-9775 9775 BUJE AMORTIGUADOR KENWORTH (CABINAS),9795,0.8
FR-9776 9776 BUJE BARRA ESTABILIZADORA HYUNDAI i10,9796,0.8
FR-9777 9777 BUJE BARRA ESTABILIZADORA HYUNDAI STA,9779,0.8
"FR-9778 9778 BUJE TOYOTA 4,5 PESTAÑA ANCHA",9782,0.8
FR-9779 9779 BUJE TIJERA SUPERIOR DMAX 4X2,9779,1.0
FR-9780 9780 BUJE TIJERA INFERIOR D MAX 4X2,9780,1.0
"FR-9781 9781 BUJE ESCOPETA TOYOTA, BURBUJA NISSAN ",9881,0.8
FR-9782 9782 BUJE TIJERA SUPERIOR TOYOTA PRADO,9782,1.0
"FR-9783 9783 BUJE CHEVROLET LUV ESPECIAL, FOTON Y ",9893,0.8
FR-9784 9784 BUJE BARRA TENSORA CHEVROLET N300 / D,9864,0.8
FR-9785 9785 BUJE CILINDRO 75 X 45 X 25,9859,0.8
FR-9786 9786 BUJE SUZUKI GRAND VITARA SZ,9864,0.8
FR-9787 9787 BUJE BARRA ESTABILIZADORA AVEO,9873,0.8
FR-9788 9788 BUJE BARRA ESTABILIZADORA CORSA,9883,0.8
FR-9788C 9788C BUJE BARRA ESTABILIZADORA CHINOS IN,NOT FOUND,0.0
FR-9789 9789 BUJE BARRA ESTABILIZADORA RENAULT SYM,9893,0.8
FR-9790 9790 BUJE MUELLE MAZDA BT-50,9796,0.8
FR-9791 9791 BUJE BARRA TENSORA LUV 2300/ TROOPER,9916,0.8
FR-9792 9792 BUJE VARILLA TENSORA MAZDA B2000,9796,0.8
FR-9793 9793 BUJE BALANCIN INFERIOR CHERY YOYO COR,9893,0.8
FR-9794 9794 BUJE MUELLE UAZ,9796,0.8
FR-9795 9795 BUJE MUELLE VOLKSWAGEN BENZ 515 GRAND,9795,1.0
FR-9796 9796 BUJE MUELLE VOLKSWAGUEN CRAFTER Y MER,9796,1.0
FR-9797 9797 BUJE PUNTA DE BARRA ESTABILIZADORA ME,9796,0.8
FR-9798 9798 BUJE DE TIJERA VOLKSWAGEN TIPO 4,9796,0.8
FR-9799 9799 BUJE TIJERA DE VOLKSWAGEN TIPO 4 PEQU,9796,0.8
FR-9800 9800 BUJE CAJA DE DIRECCION TOYOTA PRADO,98020,0.8
FR-9801 9801 BUJE BARRA ESTABILIZADORA RENAULT DUS,9881,0.8
FR-9802 9802 BUJE MUELLE WILLYS,98020,0.95
FR-9803 9803 BUJE MUELLE VERSION ESPECIAL LUV  40 ,9893,0.8
FR-9804 9804 BUJE BARRA TENSORA DELANTERA CHERY  X,9864,0.8
FR-9805 9805 BUJE SUAVIZADOR CUADRADO PESTAÑA OVAL,9859,0.8
FR-9806 9806 BUJE BARRA TENSORA HYUNDAI H-106 GRAC,9864,0.8
FR-9807 9807 BUJE BARRA ESTABILIZADORA NAVARA NEW ,9873,0.8
FR-9808 9808 BUJE ESPECIAL LUV GRUESO EXT 39 INT 1,9883,0.8
FR-9809 9809 BUJE BARRA ESTABILIZADORA MERCEDES BE,9893,0.8
FR-9810 9810  BUJE SILEN DE HOJA DE MUELLE,9881,0.8
FR-9811 9811 BUJE SUVISADOR UNIVERSAL,9881,0.8
FR-9812 9812 BUJE BARRA ESTABILIZADORA VOLVO,9882,0.8
FR-9813 9813 BUJE  TENSORA VOLVO (JUEGO),9813,1.0
FR-9814 9814 BUJE CHASIS Y BALANCIN LAND ROVER,9814,1.0
FR-9815 9815 BUJE CARRETA UNIVERSAL CON INTERNO,9815,1.0
FR-9816 9816 BUJE BARRA ESTABILIZADORA LUV DMAX RT,9916,0.8
FR-9817 9817 BUJE BARRA ESTABILIZADORA HINO FC CON,9881,0.8
FR-9818 9818 BUJE BARRA ESTABILIZADORA HINO SIN PE,9883,0.8
FR-9819 9819 BUJE MUESTRA IVECO,9893,0.8
FR-9820 9820 BUJE TIJERA DE MAZDA B-2000,9820,1.0
FR-9821 9821 BUJE TIJERA MONTERO MITSUBISHI V6 Y N,9821,1.0
FR-9822 9822 BUJE TIJERA MAZDA INFERIOR B 2600 220,9882,0.8
FR-9823 9823 BUJE (JUEGO) DE BARRA ESTABILIZADORA ,9823,1.0
FR-9824 9824 BUJE TOYOTA DE ESCOPETA DESCENTRADO (,FR-9824,0.95
FR-9825 9825 BUJE TOPE AUXILIAR MUELLE HINO,9882,0.8
"FR-9826 9826 BUJE ESCOPETA DE TOYOTA BURBUJA 4,5 N",FR-9826,0.95
FR-9827 9827 BUJE BARRA ESTABILIZADORA MERCEDES BE,9882,0.8
FR-9828 9828 BUJE BALANCIN HOJA TOYOTA HILUX VIGO ,9883,0.8
FR-9829 9829 BUJE BARRA ESTABILIZADORA NISSAN CABS,9829,1.0
FR-9830 9830 BUJE MUELLE HOJA TRASERA NPR 2008,9830,1.0
FR-9831 9831 BUJE BARRA ESTABI MERCEDES BENZ 815,9831,1.0
FR-9832 9832 BUJE BARRA ESTABILIADORA N300 CHEVROL,9893,0.8
"FR-9833 9833 BUJE BASE AMORTIGUADOR DELANTERO, REN",9893,0.8
"FR-9834 9834 BUJE CAJA DE DIRECCION  RENAULT CLIO,",9893,0.8
FR-9835 9835 BUJE MUELLE 40mm X 19mm X 30mm POR UN,9835,1.0
FR-9836 9836 KIT BUJE MUELLE (REMPLAZO BUJE RB-410,9836,1.0
FR-9837 9837 BUJE MUÑECO HIUNDAI ATOS,9837,1.0
FR-9838 9838 BUJE MUELLE MITSUBISHI CANTER Y TOYOT,9893,0.8
FR-9839 9839 BUJE SUAVIZADOR BOLIVIA,9893,0.8
FR-9840 9840 BUJE AMORTIGUADOR UNIVERSAL OEM 36815,9864,0.8
FR-9841 9841 BUJE BALANCIN LARGO TOYOTA HI-ACE,9881,0.8
"FR-9842 9842 BUJE CHERY VAN 2020, CHERY PRACTIVAN",9882,0.8
FR-9843 9843 BUJE PARTE FIJA N300 44 X 20,9893,0.8
"FR-9844 9844 BUJE CHERY VAN YOYO 2020 56 X 11, CHE",9864,0.8
FR-9845 9845 KIT BUJE BALANCIN LARGO TOYOTA HIACE,9845,1.0
FR-9846 9846 BUJE TOPE AMORTIGUADOR DELANTERO SSAN,9864,0.8
FR-9847 9847 BUJE CONICO DE 14 ML,9873,0.8
FR-9848 9848 BUJE CONICO DE 14ML,9883,0.8
FR-9849 9849 BUJE CARRETA UNIVERSAL,9893,0.8
FR-9850 9850 BUJE MUELLE BALANCIN RB-414 CON INTER,9850,1.0
FR-9851 9851 BUJE MUELLE PARTE FIJA HYUNDAI COUNTY,9851,1.0
FR-9852 9852 BUJE BARRA ESTABILIZADORA TOYOTA HILU,9882,0.8
FR-9853 9853 BUJE BARRA ESTABILIZADORA TOYOTA HILU,9893,0.8
FR-9854 9854 BUJE CONICO AMORTIGUADOR UNIVERSAL OE,9864,0.8
FR-9855 9855 BUJE AMORTIGUADOR UNIVERSAL OEM 36812,9859,0.8
FR-9856 9856 BUJE CONICO AMORTIGUADOR UNIVERSAL 36,9864,0.8
FR-9857 9857 BUJE TIJERA DELANTERA SUBARU FORESTER,9873,0.8
FR-9858 9858 BUJE AMORTIGUADOR DE 14MM Y 35MM,9858,1.0
FR-9859 9859 BUJE AMORTIGUADOR DE 14MM Y 42MM,9859,1.0
FR-9860 9860 BUJE PUNTA  BARRA ESTABILIZADORA NPR,9864,0.8
FR-9861 9861 BUJE AMORTIGUADOR DE 14MM Y 37MM,9861,1.0
FR-9862 9862 BUJE CILINDRICO CABINA 60 X 60 X 12,9882,0.8
FR-9863 9863 BUJE MUELLE CHANA PICK UP PARTE CHASI,9893,0.8
FR-9864 9864 BUJE AMORTIGUADOR PARA FORD RANGER 20,9864,1.0
FR-9865 9865 BUJE TOYOTA ESPECIAL 16 ML,9864,0.8
FR-9866 9866 BUJE BARRA ESTABILIZADORA NISSAN PICK,9864,0.8
FR-9867 9867 BUJE TIJERA CHEVROLET AVEO SAIL 1.4 /,FR-9867,0.95
FR-9868 9868 BUJE BARRA ESTABILIZADORA CHEVROLET L,9883,0.8
FR-9869 9869 BUJE BARRA ESTABILIZADORA MITSUBISHI ,9893,0.8
FR-9870 9870 BUJE BARRA ESTABILIZADORA HONDA CIVIC,9873,0.8
FR-9871 9871 BUJE BARRA ESTABILIZADORA HONDA CRV D,9881,0.8
FR-9872 9872 BUJE BARRA ESTABILIZADORA HONDA CRV T,9882,0.8
"FR-9873 9873 BUJE AMORTIGUADOR TOYOTA TACOMA, RUNN",9873,1.0
FR-9874 9874 BUJE BARRA ESTABILIZADORA MAZDA ALLEG,9873,0.8
FR-9875 9875 BUJE UNIVERSAL PARA AMORTIGUADOR,9873,0.8
FR-9876 9876 BUJE BARRA ESTABILIZADORA TOYOTA CORO,9873,0.8
FR-9877 9877 BUJE CONICO UNIVERSAL,9873,0.8
FR-9878 9878 BUJE PARA BRAZO TENSOR DE DIRECCION T,9883,0.8
FR-9879 9879 BUJE PARA BRAZO DIRECCION TOYOTA HILU,9893,0.8
FR-9880 9880 BUJE BARRA ESTABILIZADORA TOYOTA 22R ,9883,0.8
FR-9881 9881 BUJE KIT PALANCA DE CAMBIOS TOYOTA CE,9881,1.0
FR-9881B 9881B BUJE KIT PALANCA DE CAMBIOS TOYOTA,9881,0.8
FR-9882 9882 BUJE TOPE MUELLE DELANTERO NKR Y NPR ,9882,1.0
FR-9882R 9882R BUJE REPUESTO TOPE MUELLE DELANTERO,9882,0.8
FR-9883 9883 BUJE BARRA ESTABILIZADORA TOYOTA FJ C,9883,1.0
FR-9884 9884 BUJE BARRA ESTABILIZADORA HYUNDAI H1 ,9883,0.8
FR-9885 9885 BUJE BARRA ESTABILIZADORA EJE DELANTE,9883,0.8
FR-9886 9886 BUIJE BARRA ESTABILIZADORA TOYOTA 4 R,9883,0.8
FR-9887 9887 BUJE BARRA ESTABILIZADORA MITSUBISHI ,9883,0.8
FR-9888 9888 BUJE MUELLE PARTE BALANCIN HAFEI CHIN,9883,0.8
FR-9889 9889 BUJES MUELLE VEHICULOS CHINOS,9893,0.8
FR-9890 9890 BUJE BARRA ESTABILIZADORA DELANTERO C,9893,0.8
FR-9891 9891 BUJE PALANCA DE CAMBIOS TOYOTA (MEDID,9916,0.8
FR-9892 9892 BUJE PARA BRAZO TENSOR DE DIRECCION T,9893,0.8
FR-9893 9893 BUJE TIJERA CHEVROLET AVEO - SAIL,9893,1.0
FR-9894 9894 BUJE BARRA ESTABILIZADORA CHEVROLET S,9893,0.8
FR-9896 9896 BUJE MUELLE TOYOTA 22R SENCILLO,FR-9896,0.95
"FR-9902 9902 BUJE BARRA TENSORA ISUZU PUB, KB",9402,0.8
"FR-9903 9903 BUJE MUELLE ESPECIAL 18,2 X 30 X 70",FR-9903,0.95
"FR-9904 9904 BUJE MUELLE ESPECIAL 18,2 X 30 X 76",FR-9904,0.95
FR-9905 9905 BUJE PARA BALANCIN DOBLE ACCIÓN BDF-0,9795,0.8
FR-9906 9906 BUJE BARRA ESTABILIZADORA TOYOTA PRAD,9916,0.8
FR-9907 9907 BUJE BARRA TENSORA TOYOTA HIACE (03-1,9707,0.8
FR-9908 9908 BUJE BRAZO DELANTERO SUPERIOR NISSAN ,FR-9908,0.95
FR-9909 9909 BUJE BARRA ESTABILIZADORA HYUNDAI TER,9409,0.8
FR-9910 9910 BUJE ACOPLE ESTRELA PARA CAJA DE DIRE,9916,0.8
"FR-9911 9911 BUJE BRAZO OSCILANTE NISSAN NAVARA, D",9916,0.8
FR-9912 9912 BUJE BARRA ESRABILIZADORA DELANTERA N,9916,0.8
FR-9913 9913 BUJE BARRA ESTABILIZADORA DELANTERA N,9916,0.8
FR-9914 9914 BUJE BARRA TENSORA HYUNDAI STAREX 97.,9916,0.8
FR-9915 9915 BUJE TOPE MUELLE SUSPENSION TRASERA T,9916,0.8
FR-9916 9916 BUJE DE AMORTIGUADOR PARA MERCEDES CO,9916,1.0
FR-9917 9917 BUJE BARRA ESTABILIZADORA TRASERA NIS,9916,0.8
FR-9918 9918 BUJE MUELLE HULE BALANCIN PARA MITSUB,9916,0.8
FR-9919 9919 BUJE BARRA ESTABILIZADORA TRASERO HYU,9916,0.8
FR-9920 9920 BUJE TEMPLETE BARA ESTABILIZADORA TOY,FR-9920,0.95
FR-9921 9921 BUJE BARRA ESTABILIZADORA DELANTERA H,9916,0.8
FR-9922 9922 BUJE BARRA ESTABILIZADORA CHERY VAN C,9422,0.8
FR-9923 9923 BUJE MUELLE FORD RANGER 2.2 y 3.2 MOD,FR-9923,0.95
FR-9925 9925 BUJE MUELLE PARTE FIJA KEYTON VAN,9795,0.8
FR-9926 9926 BUJE BALANCIN PARTE BALANCIN KEYTON V,9916,0.8
FR-9927 9927 BUJE PUNTA BARRA ESTABILIZADORA NPR E,9727,0.8
FR-9928 9928 9835 BUJE MUELLE 40mm X 18mm X 30mm (,NOT FOUND,0.0
FR-9929 9929 BUJE MUELLE PARTE CHASIS DFSK 1500,9829,0.8
FR-9930 9930 BUJE BARRA ESTABILIZADORA DELANTERA H,9893,0.8
FR-9931 9931 BUJE MUELLE KIA GRAN PREGIO MOD 2008 ,FR-9931,0.95
FR-9933 9933 BUJE TIJERA TOYOTA COROLLA,FR-9933,0.95
FR-9934 9934 BUJE TIJERA PUÑO TOYOTA COROLLA,FR-9934,0.95
FR-9935 9935 BUJE TEMPLADOR DE LA SUSPENSIÒN AMPRO,FR-9935,0.95
FR-9936 9936 BUJE TOPE MUELLE FORD RANGER BT-50 CO,9916,0.8
FR-9937 9937 BUJE TOPE MUELLE FORD RANGER BT-50 LA,9893,0.8
FR-9938 9938 BUJE CABINA Ø56 X Ø12 X 52,9893,0.8
FR-9939 9939 BUJE CABINA Ø67 X Ø13 X 67,9893,0.8
FR-9940 9940  BUJE CABINA Ø80 X Ø14  X 70,9740,0.8
FR-9941 9941 BUJE MUELLE N300,9916,0.8
FR-9942 9942 BUJE SUAVIZADOR DE HOJA DE MUELLE TOY,9462,0.8
FR-9943 9943 BUJE SUAVIZADOR RECTANGULAR PESTAÑA O,9893,0.8
FR-9944 9944 BUJE TOPE  SUPERIOR BALLESTA NISSAN F,9464,0.8
FR-9944R 9944R BUJE TOPE  SUPERIOR BALLESTA NISSAN,NOT FOUND,0.0
FR-9945 9945 BUJE TIJERA SUPERIOR HILUX 4X4 CORTO ,FR-9945,0.95
FR-9946 9946 BUJE DELANTERO SUPERIOR NISSAN URVAN ,FR-9946,0.95
FR-9947 9947 BUJE BARRA ESTABILIZADORA DELANTERA S,9467,0.8
"FR-9953 9953 BUJE BARRA ESTABILIZADORA NPR, NKR, N",9893,0.8
FR-9955 9955 BUJE SUAVIZADOR TOYOTA HI ACE MODERNO,9795,0.8
FR-9956 9956 SUAVIZADOR MERCEDES ACCELO,9916,0.8
FR-9957 9957 BUJE TRASERO TOYOTA NEW HI ACE PREMIO,9795,0.8
FR-9959 9959 BUJE BARRA ESITABILIZADORA TRASERA ME,9859,0.8
FR-9960 9960 BUJE BARRA ESTABILIZADORA MERCEDES AT,9916,0.8
FR-9962 9962 BUJE MUELLE LARGO NISSAN DATSUN l200,9916,0.8
FR-9963 9963 BUJE LARGO PARA BALANCIN DOBLE FUNCIO,9916,0.8
